class_name,project_name,commits_count,code_churn_avg,contributors_count,contributors_experience,hunks_count,issue_tracker_issues,cbo,wmc,dit,rfc,lcom,total_methods,max_nested_blocks,total_variables,total_refactorings,ncloc_cloc,Max-Ruler,duplicated_lines_cpd_density,comment_lines_cloc_density
CIMOperatingSystem.java,jclouds,7.0,24.0,5.0,77.99,1.0,2.0,3.0,7.0,1.0,0.0,21.0,7.0,0.0,0.0,0.0,23.0,0.0,0.0,84.9673202614379
CinderApiMetadata.java,jclouds,20.0,14.0,9.0,45.77,4.0,3.0,19.0,12.0,1.0,34.0,6.0,5.0,1.0,14.0,66.0,113.0,0.0,0.0,15.671641791044777
ClaimType.java,jclouds,11.0,7.0,5.0,58.24,2.0,19.0,6.0,8.0,1.0,2.0,0.0,8.0,0.0,1.0,0.0,47.0,0.0,0.0,25.396825396825395
CleanupStaleNodesAndClients.java,jclouds,12.0,5.0,7.0,61.81,1.0,0.0,1.0,3.0,1.0,4.0,1.0,2.0,1.0,0.0,1.0,21.0,0.0,0.0,58.82352941176471
CleanupStaleNodesAndClientsImpl.java,jclouds,14.0,8.0,5.0,57.5,3.0,0.0,17.0,4.0,1.0,0.0,6.0,4.0,0.0,0.0,5.0,52.0,0.0,0.0,48.51485148514851
ClearContainerStrategy.java,jclouds,9.0,7.0,4.0,64.38,2.0,31.0,1.0,6.0,1.0,5.0,0.0,4.0,1.0,6.0,2.0,39.0,0.0,0.0,32.758620689655174
ClearListStrategy.java,jclouds,13.0,11.0,5.0,82.51,3.0,1.0,12.0,22.0,3.0,43.0,164.0,21.0,0.0,6.0,2.0,107.0,0.0,0.0,13.008130081300814
ClientCredentialsJWTBearerTokenFlow.java,jclouds,7.0,10.0,4.0,75.35,2.0,0.0,7.0,3.0,1.0,14.0,1.0,2.0,0.0,1.0,1.0,43.0,0.0,0.0,27.11864406779661
ClientCredentialsSecretFlow.java,jclouds,8.0,10.0,4.0,49.62,2.0,0.0,15.0,3.0,1.0,0.0,3.0,3.0,0.0,0.0,55.0,39.0,0.0,0.0,50.0
ClientError.java,jclouds,7.0,10.0,4.0,65.04,1.0,0.0,3.0,10.0,1.0,12.0,0.0,7.0,1.0,4.0,1.0,45.0,0.0,0.0,26.229508196721312
ClientForGroup.java,jclouds,3.0,17.0,3.0,65.12,1.0,0.0,2.0,4.0,1.0,5.0,3.0,3.0,1.0,0.0,0.0,25.0,0.0,0.0,43.18181818181818
CloneGitRepo.java,jclouds,14.0,12.0,7.0,39.45,2.0,0.0,26.0,9.0,1.0,0.0,36.0,9.0,0.0,0.0,191.0,91.0,0.0,0.0,42.038216560509554
CloneImageTemplate.java,jclouds,12.0,13.0,7.0,39.18,2.0,0.0,22.0,9.0,1.0,0.0,36.0,9.0,0.0,0.0,214.0,93.0,0.0,0.0,35.86206896551724
CloseContentAndSetExceptionErrorHandler.java,jclouds,11.0,15.0,3.0,97.39,1.0,0.0,3.0,14.0,1.0,12.0,11.0,11.0,1.0,6.0,4.0,95.0,0.0,0.0,31.15942028985507
Closer.java,jclouds,8.0,9.0,2.0,97.51,1.0,0.0,3.0,10.0,1.0,9.0,0.0,7.0,1.0,3.0,7.0,40.0,0.0,0.0,35.483870967741936
CloudBlockStorageUKProviderMetadata.java,jclouds,10.0,16.0,2.0,99.3,3.5,0.0,29.0,7.0,1.0,0.0,21.0,7.0,0.0,0.0,146.0,81.0,0.0,0.0,44.52054794520548
CloudBlockStorageUSProviderMetadata.java,jclouds,6.0,10.0,2.0,97.46,1.5,0.0,10.0,2.0,2.0,2.0,0.0,2.0,0.0,2.0,3.0,32.0,0.0,0.0,33.33333333333333
CloudDatabasesUKProviderMetadata.java,jclouds,5.0,9.0,2.0,96.34,1.0,0.0,4.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,10.0,0.0,0.0,73.68421052631578
CloudDatabasesUSProviderMetadata.java,jclouds,15.0,6.0,3.0,63.64,2.0,11.0,14.0,6.0,1.0,0.0,15.0,6.0,0.0,0.0,60.0,36.0,0.0,0.0,52.0
CloudDNS.java,jclouds,27.0,5.0,5.0,41.79,2.0,2.0,5.0,17.0,1.0,11.0,22.0,13.0,1.0,5.0,49.0,62.0,0.0,0.0,47.45762711864407
CloudDNSApiMetadata.java,jclouds,22.0,1.0,5.0,36.1,2.5,2.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,7.0,4.0,0.0,0.0,85.18518518518519
CloudDNSExceptions.java,jclouds,14.0,3.0,6.0,28.07,1.5,4.0,0.0,3.0,4.0,0.0,3.0,3.0,0.0,1.0,0.0,13.0,0.0,0.0,59.375
CloudDNSHttpApiModule.java,jclouds,14.0,5.0,4.0,44.87,2.5,0.0,6.0,8.0,1.0,15.0,0.0,2.0,2.0,5.0,8.0,42.0,0.0,0.0,27.586206896551722
CloudFilesApi.java,jclouds,10.0,18.0,4.0,41.67,6.5,0.0,29.0,9.0,3.0,0.0,36.0,9.0,0.0,0.0,106.0,100.0,0.0,0.0,37.88819875776397
CloudFilesApiMetadata.java,jclouds,3.0,26.0,2.0,83.0,2.0,0.0,6.0,2.0,2.0,3.0,1.0,2.0,0.0,3.0,0.0,49.0,0.0,0.0,27.941176470588236
CloudFilesConstants.java,jclouds,15.0,2.0,6.0,32.3,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,6.0,4.0,0.0,0.0,86.66666666666667
CloudFilesHeaders.java,jclouds,15.0,3.0,6.0,63.18,2.0,0.0,1.0,5.0,1.0,0.0,10.0,5.0,0.0,0.0,2.0,9.0,0.0,0.0,79.06976744186046
CloudFilesHttpApiModule.java,jclouds,12.0,4.0,5.0,53.63,2.0,1.0,5.0,2.0,2.0,0.0,1.0,2.0,0.0,2.0,8.0,24.0,0.0,0.0,40.0
CloudFilesUKProviderMetadata.java,jclouds,12.0,5.0,5.0,61.59,2.5,0.0,10.0,2.0,1.0,0.0,1.0,2.0,0.0,0.0,3.0,28.0,0.0,0.0,50.0
CloudFilesUSProviderMetadata.java,jclouds,3.0,20.0,2.0,74.68,1.0,0.0,14.0,2.0,1.0,0.0,1.0,2.0,0.0,0.0,8.0,36.0,0.0,0.0,34.54545454545455
CloudIdentityApiMetadata.java,jclouds,3.0,11.0,3.0,53.12,2.0,0.0,3.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,10.0,0.0,0.0,61.53846153846154
CloudIdentityAuthenticationApi.java,jclouds,12.0,3.0,5.0,46.37,2.0,0.0,2.0,2.0,1.0,0.0,1.0,2.0,0.0,0.0,3.0,14.0,0.0,0.0,53.333333333333336
CloudIdentityAuthenticationApiModule.java,jclouds,4.0,10.0,3.0,60.53,1.0,0.0,2.0,2.0,5.0,3.0,1.0,2.0,0.0,0.0,1.0,15.0,0.0,0.0,58.333333333333336
CloudIdentityAuthenticationModule.java,jclouds,14.0,4.0,5.0,40.93,3.0,0.0,6.0,4.0,1.0,5.0,1.0,3.0,1.0,1.0,4.0,26.0,0.0,0.0,42.22222222222222
CloudIdentityCredentialTypes.java,jclouds,9.0,6.0,4.0,63.97,2.0,142.0,1.0,6.0,1.0,5.0,0.0,4.0,1.0,3.0,2.0,29.0,0.0,0.0,39.58333333333333
CloudLoadBalancersApiMetadata.java,jclouds,1.0,131.0,1.0,100.0,1.0,7.0,24.0,5.0,2.0,0.0,10.0,5.0,0.0,0.0,0.0,91.0,0.0,0.0,20.175438596491226
CloudLoadBalancersBindLoadBalancerStrategiesByClass.java,jclouds,1.0,65.0,1.0,100.0,1.0,7.0,16.0,2.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,35.0,0.0,0.0,40.67796610169492
CloudLoadBalancersDestroyLoadBalancerStrategy.java,jclouds,18.0,13.0,8.0,50.35,3.0,7.0,33.0,12.0,5.0,0.0,66.0,12.0,0.0,0.0,209.0,139.0,0.0,0.0,30.5
CloudLoadBalancersGetLoadBalancerMetadataStrategy.java,jclouds,5.0,28.0,3.0,80.12,2.0,7.0,18.0,8.0,1.0,0.0,28.0,8.0,0.0,0.0,22.0,64.0,0.0,0.0,49.60629921259843
CloudLoadBalancersHttpApiModule.java,jclouds,13.0,7.0,5.0,62.16,2.0,0.0,1.0,15.0,1.0,3.0,3.0,3.0,5.0,0.0,1.0,47.0,0.0,0.0,41.9753086419753
CloudLoadBalancersListLoadBalancersStrategy.java,jclouds,15.0,8.0,6.0,87.85,2.0,0.0,12.0,17.0,3.0,36.0,112.0,17.0,0.0,6.0,21.0,87.0,0.0,0.0,15.53398058252427
CloudLoadBalancersLoadBalanceNodesStrategy.java,jclouds,9.0,5.0,4.0,70.43,1.0,0.0,1.0,4.0,1.0,6.0,3.0,3.0,1.0,0.0,1.0,19.0,0.0,0.0,45.714285714285715
CloudLoadBalancersLoadBalancerContextModule.java,jclouds,5.0,12.0,4.0,67.0,1.0,7.0,3.0,3.0,1.0,0.0,3.0,3.0,0.0,0.0,1.0,9.0,0.0,0.0,83.01886792452831
CloudLoadBalancersLoadBalancerServiceDependenciesModule.java,jclouds,10.0,5.0,4.0,53.38,1.5,0.0,2.0,4.0,3.0,5.0,0.0,3.0,1.0,2.0,1.0,18.0,0.0,0.0,56.09756097560976
CloudLoadBalancersUKProviderMetadata.java,jclouds,2.0,22.0,1.0,100.0,1.5,0.0,4.0,5.0,6.0,4.0,3.0,3.0,1.0,1.0,0.0,21.0,0.0,0.0,43.24324324324324
CloudLoadBalancersUSProviderMetadata.java,jclouds,1.0,54.0,1.0,100.0,1.0,0.0,4.0,9.0,1.0,10.0,28.0,8.0,0.0,0.0,0.0,24.0,0.0,0.0,45.45454545454545
CloudServersUKComputeServiceContextModule.java,jclouds,10.0,5.0,4.0,54.1,1.5,0.0,4.0,4.0,2.0,6.0,0.0,4.0,0.0,1.0,3.0,22.0,0.0,0.0,45.0
CloudServersUKHttpApiModule.java,jclouds,15.0,5.0,5.0,50.46,2.0,0.0,13.0,4.0,1.0,23.0,1.0,3.0,0.0,5.0,3.0,40.0,0.0,0.0,32.20338983050847
CloudServersUKProviderMetadata.java,jclouds,2.0,24.0,1.0,100.0,2.0,0.0,4.0,4.0,6.0,7.0,0.0,3.0,1.0,1.0,6.0,24.0,0.0,0.0,40.0
CloudServersUSComputeServiceContextModule.java,jclouds,4.0,7.0,3.0,50.72,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,84.61538461538461
CloudServersUSHttpApiModule.java,jclouds,3.0,19.0,3.0,65.96,1.0,0.0,1.0,2.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0,25.0,0.0,0.0,45.65217391304348
CloudServersUSProviderMetadata.java,jclouds,2.0,25.0,2.0,64.63,2.5,0.0,3.0,2.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,24.0,0.0,0.0,40.0
CloudStackApi.java,jclouds,4.0,26.0,3.0,66.23,2.5,3.0,11.0,5.0,1.0,25.0,3.0,3.0,1.0,9.0,2.0,65.0,0.0,0.0,24.418604651162788
CloudStackApiMetadata.java,jclouds,10.0,3.0,5.0,56.32,2.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,66.66666666666666
CloudStackContext.java,jclouds,10.0,8.0,5.0,53.12,2.5,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,86.8421052631579
CloudStackContextImpl.java,jclouds,4.0,7.0,4.0,49.25,1.5,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,69.56521739130434
CloudStackDomainApi.java,jclouds,10.0,9.0,4.0,75.27,2.0,0.0,13.0,7.0,1.0,16.0,4.0,4.0,3.0,3.0,8.0,57.0,0.0,0.0,25.0
CloudStackFallbacks.java,jclouds,6.0,6.0,4.0,76.22,2.5,0.0,4.0,2.0,2.0,1.0,0.0,2.0,0.0,1.0,1.0,16.0,0.0,0.0,50.0
CloudStackGlobalApi.java,jclouds,8.0,9.0,4.0,72.37,2.0,0.0,7.0,4.0,1.0,7.0,0.0,3.0,1.0,5.0,2.0,45.0,0.0,0.0,26.229508196721312
CloudStackHttpApiModule.java,jclouds,6.0,21.0,5.0,72.07,2.5,0.0,5.0,9.0,1.0,6.0,6.0,8.0,1.0,5.0,3.0,70.0,0.0,0.0,33.9622641509434
CloudStackProperties.java,jclouds,5.0,8.0,5.0,56.41,1.0,0.0,4.0,2.0,3.0,1.0,1.0,2.0,0.0,0.0,0.0,13.0,0.0,0.0,61.76470588235294
CloudStackSecurityGroupToSecurityGroup.java,jclouds,19.0,7.0,6.0,41.01,2.0,0.0,7.0,15.0,1.0,19.0,22.0,8.0,2.0,6.0,53.0,67.0,0.0,0.0,45.08196721311475
CloudWatchApi.java,jclouds,17.0,3.0,5.0,47.43,2.0,3.0,2.0,4.0,2.0,1.0,6.0,4.0,0.0,0.0,3.0,20.0,0.0,0.0,55.55555555555556
CloudWatchApiMetadata.java,jclouds,11.0,8.0,4.0,72.85,1.0,1.0,5.0,6.0,1.0,6.0,0.0,4.0,1.0,2.0,0.0,39.0,0.0,0.0,45.83333333333333
CloudWatchErrorHandler.java,jclouds,4.0,14.0,2.0,96.88,1.0,0.0,2.0,2.0,3.0,6.0,0.0,2.0,0.0,1.0,0.0,19.0,0.0,0.0,62.0
CloudWatchHttpApiModule.java,jclouds,4.0,8.0,4.0,52.94,1.5,0.0,2.0,1.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,70.37037037037037
ClusterCompute.java,jclouds,7.0,7.0,3.0,78.42,2.0,0.0,4.0,4.0,3.0,2.0,3.0,3.0,1.0,0.0,0.0,24.0,0.0,0.0,44.18604651162791
CNAMEData.java,jclouds,4.0,35.0,3.0,82.95,1.0,0.0,7.0,8.0,1.0,13.0,0.0,4.0,1.0,8.0,0.0,85.0,0.0,0.0,27.350427350427353
CommonPrefixesToResourceMetadata.java,jclouds,4.0,74.0,3.0,95.86,2.5,158.0,7.0,19.0,1.0,14.0,51.0,15.0,1.0,8.0,0.0,155.0,0.0,0.0,41.509433962264154
ComparisonOperator.java,jclouds,29.0,12.0,11.0,37.77,2.0,4.0,32.0,19.0,3.0,0.0,171.0,19.0,0.0,0.0,187.0,157.0,0.0,0.0,48.52459016393443
Compute.java,jclouds,4.0,39.0,4.0,84.82,1.0,4.0,23.0,7.0,1.0,0.0,21.0,7.0,0.0,0.0,3.0,77.0,0.0,0.0,46.89655172413793
Compute.java,jclouds,11.0,6.0,5.0,47.62,2.0,0.0,9.0,6.0,1.0,12.0,1.0,3.0,2.0,2.0,5.0,35.0,0.0,0.0,36.36363636363637
ComputeMetadata.java,jclouds,10.0,5.0,4.0,52.35,2.0,0.0,3.0,4.0,3.0,6.0,0.0,3.0,1.0,2.0,1.0,20.0,0.0,0.0,51.21951219512195
ComputeMetadataBuilder.java,jclouds,16.0,5.0,5.0,60.09,2.0,1.0,1.0,11.0,1.0,5.0,6.0,4.0,1.0,0.0,1.0,43.0,0.0,0.0,44.15584415584416
ComputeMetadataIncludingStatus.java,jclouds,24.0,5.0,6.0,54.49,2.0,0.0,10.0,18.0,4.0,12.0,0.0,5.0,2.0,10.0,3.0,66.0,0.0,0.0,31.25
ComputeServiceAdapter.java,jclouds,16.0,4.0,5.0,49.77,2.5,0.0,7.0,5.0,1.0,9.0,1.0,3.0,1.0,2.0,5.0,38.0,0.0,0.0,34.48275862068966
ComputeServiceConstants.java,jclouds,12.0,5.0,5.0,50.0,2.0,0.0,7.0,4.0,1.0,7.0,1.0,3.0,0.0,2.0,5.0,31.0,0.0,0.0,39.21568627450981
ComputeServiceContext.java,jclouds,13.0,5.0,5.0,48.86,2.0,0.0,7.0,5.0,1.0,9.0,1.0,3.0,1.0,2.0,5.0,36.0,0.0,0.0,35.714285714285715
ComputeServiceContextImpl.java,jclouds,19.0,8.0,11.0,33.16,6.0,2.0,25.0,15.0,1.0,65.0,13.0,6.0,3.0,16.0,30.0,111.0,0.0,0.0,15.267175572519085
ComputeServiceProperties.java,jclouds,11.0,4.0,4.0,52.7,1.0,0.0,2.0,4.0,3.0,5.0,0.0,3.0,1.0,2.0,1.0,19.0,0.0,0.0,52.5
ComputeType.java,jclouds,8.0,5.0,5.0,65.49,1.0,3.0,0.0,4.0,4.0,0.0,6.0,4.0,0.0,1.0,0.0,16.0,0.0,0.0,54.285714285714285
ConcatenateContainerLists.java,jclouds,3.0,14.0,2.0,66.41,1.0,5.0,4.0,2.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,17.0,0.0,0.0,54.054054054054056
ConfigurationApi.java,jclouds,2.0,18.0,2.0,92.68,1.0,1.0,4.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,12.0,0.0,0.0,62.5
ConfiguresCredentialStore.java,jclouds,1.0,205.0,1.0,100.0,1.0,0.0,23.0,9.0,1.0,0.0,36.0,9.0,0.0,0.0,0.0,106.0,0.0,0.0,44.21052631578947
ConfiguresEventBus.java,jclouds,1.0,70.0,1.0,100.0,1.0,0.0,6.0,9.0,3.0,12.0,0.0,4.0,1.0,3.0,0.0,44.0,0.0,0.0,26.666666666666668
ConfiguresExecutorService.java,jclouds,1.0,100.0,1.0,100.0,1.0,0.0,9.0,16.0,4.0,17.0,0.0,5.0,1.0,6.0,0.0,71.0,0.0,0.0,21.11111111111111
ConfiguresHttpApi.java,jclouds,4.0,10.0,2.0,97.33,1.0,0.0,2.0,2.0,5.0,1.0,0.0,2.0,0.0,2.0,1.0,14.0,0.0,0.0,60.0
ConfiguresHttpCommandExecutorService.java,jclouds,6.0,8.0,2.0,91.01,1.0,0.0,4.0,4.0,4.0,7.0,0.0,3.0,1.0,2.0,1.0,23.0,0.0,0.0,41.02564102564102
ConfiguresNodeStore.java,jclouds,13.0,2.0,5.0,52.6,2.0,0.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,8.0,5.0,0.0,0.0,80.76923076923077
ConfiguresOhai.java,jclouds,7.0,11.0,2.0,94.53,1.0,1.0,6.0,11.0,1.0,12.0,0.0,8.0,1.0,3.0,0.0,46.0,0.0,0.0,32.35294117647059
ConfiguresSshClient.java,jclouds,17.0,11.0,7.0,35.11,2.0,0.0,17.0,10.0,1.0,0.0,45.0,10.0,0.0,0.0,214.0,91.0,0.0,0.0,48.58757062146893
ConnectionApi.java,jclouds,3.0,21.0,3.0,86.11,2.0,0.0,6.0,6.0,6.0,11.0,0.0,3.0,3.0,1.0,0.0,37.0,0.0,0.0,30.18867924528302
ConnectionCloseHeader.java,jclouds,2.0,32.0,2.0,94.12,1.0,0.0,6.0,8.0,6.0,9.0,6.0,4.0,3.0,1.0,0.0,38.0,0.0,0.0,29.629629629629626
ConnectionThrottle.java,jclouds,4.0,12.0,4.0,48.84,2.0,6.0,2.0,6.0,1.0,7.0,3.0,3.0,2.0,0.0,3.0,23.0,0.0,0.0,41.02564102564102
ConnectStorageToServerRequestBinder.java,jclouds,7.0,5.0,4.0,40.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,17.0,0.0,0.0,48.484848484848484
ConsistencyModel.java,jclouds,10.0,4.0,3.0,72.27,1.0,0.0,4.0,2.0,1.0,3.0,0.0,2.0,0.0,1.0,3.0,20.0,0.0,0.0,44.44444444444444
ConsolesApi.java,jclouds,14.0,16.0,7.0,61.89,3.5,0.0,24.0,11.0,1.0,0.0,55.0,11.0,0.0,0.0,12.0,101.0,0.0,0.0,50.24630541871922
ContainerAccess.java,jclouds,5.0,10.0,2.0,91.4,1.0,0.0,5.0,4.0,4.0,8.0,0.0,3.0,1.0,2.0,0.0,26.0,0.0,0.0,38.095238095238095
ContainerApi.java,jclouds,5.0,7.0,4.0,59.49,2.0,1.0,3.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,7.0,8.0,0.0,0.0,75.75757575757575
ContainerCapabilities.java,jclouds,16.0,2.0,5.0,66.39,2.0,1.0,5.0,1.0,2.0,4.0,0.0,1.0,0.0,0.0,41.0,13.0,0.0,0.0,61.76470588235294
ContainerCapability.java,jclouds,12.0,7.0,6.0,46.08,2.0,0.0,6.0,6.0,1.0,11.0,4.0,4.0,1.0,7.0,6.0,51.0,0.0,0.0,30.136986301369863
ContainerNameValidator.java,jclouds,9.0,10.0,4.0,81.03,2.0,0.0,8.0,8.0,2.0,0.0,28.0,8.0,0.0,0.0,15.0,30.0,0.0,0.0,59.45945945945946
ContainerNotFoundException.java,jclouds,12.0,5.0,4.0,82.91,2.5,0.0,9.0,2.0,4.0,4.0,0.0,2.0,0.0,1.0,13.0,32.0,0.0,0.0,38.46153846153847
ContainerProperties.java,jclouds,18.0,9.0,8.0,61.48,2.0,3.0,4.0,10.0,1.0,17.0,13.0,6.0,2.0,22.0,12.0,104.0,0.0,0.0,22.962962962962962
ContainerToNodeMetadata.java,jclouds,12.0,8.0,5.0,50.58,1.5,6.0,2.0,14.0,2.0,8.0,0.0,14.0,0.0,1.0,2.0,61.0,0.0,0.0,23.75
ContainerToResourceMetadata.java,jclouds,11.0,3.0,5.0,47.92,2.0,0.0,4.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,6.0,12.0,0.0,0.0,61.29032258064516
ContainerVirtualGuestConfigurationOption.java,jclouds,8.0,13.0,5.0,49.7,2.0,0.0,8.0,3.0,3.0,5.0,3.0,3.0,0.0,1.0,9.0,26.0,0.0,0.0,42.22222222222222
ContainerVisibilities.java,jclouds,15.0,4.0,6.0,62.56,2.0,1.0,10.0,5.0,1.0,13.0,1.0,3.0,1.0,3.0,13.0,36.0,0.0,0.0,35.714285714285715
ContainerVisibility.java,jclouds,11.0,5.0,4.0,61.01,2.0,0.0,1.0,5.0,1.0,3.0,0.0,3.0,2.0,2.0,1.0,28.0,0.0,0.0,36.36363636363637
ContentCachingApi.java,jclouds,8.0,4.0,4.0,51.49,2.0,1.0,3.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,10.0,0.0,0.0,65.51724137931035
ContentMetadataCodec.java,jclouds,7.0,7.0,5.0,70.16,2.0,0.0,3.0,3.0,1.0,12.0,0.0,1.0,2.0,3.0,0.0,26.0,0.0,0.0,38.095238095238095
Context.java,jclouds,9.0,7.0,5.0,66.42,2.0,96.0,1.0,6.0,1.0,0.0,15.0,6.0,0.0,0.0,0.0,11.0,0.0,0.0,78.43137254901961
ContextImpl.java,jclouds,19.0,3.0,4.0,86.97,2.0,0.0,6.0,2.0,1.0,9.0,0.0,2.0,0.0,3.0,9.0,30.0,0.0,0.0,34.78260869565217
ConvertLB.java,jclouds,5.0,25.0,5.0,59.47,5.0,1.0,18.0,4.0,2.0,18.0,1.0,3.0,0.0,11.0,40.0,81.0,0.0,0.0,25.0
ConvertToJcloudsResponse.java,jclouds,1.0,164.0,1.0,100.0,1.0,0.0,30.0,9.0,2.0,0.0,36.0,9.0,0.0,0.0,0.0,122.0,0.0,0.0,15.277777777777779
ConvertUnencodedBytesToBase64EncodedString.java,jclouds,14.0,4.0,5.0,57.67,1.0,3.0,1.0,5.0,5.0,1.0,6.0,5.0,0.0,2.0,7.0,23.0,0.0,0.0,45.23809523809524
CopyBlobOptions.java,jclouds,18.0,7.0,7.0,44.71,1.0,1.0,26.0,5.0,1.0,0.0,10.0,5.0,0.0,0.0,118.0,68.0,0.0,0.0,42.3728813559322
CopyObjectHandler.java,jclouds,28.0,6.0,7.0,40.94,3.0,1.0,21.0,4.0,1.0,0.0,6.0,4.0,0.0,0.0,4.0,61.0,0.0,0.0,58.21917808219178
CopyOptions.java,jclouds,20.0,4.0,5.0,48.37,2.0,0.0,9.0,9.0,4.0,13.0,0.0,5.0,1.0,4.0,15.0,45.0,0.0,0.0,32.83582089552239
CorrectHypervisorForZone.java,jclouds,20.0,5.0,9.0,35.79,2.5,0.0,7.0,4.0,8.0,3.0,6.0,4.0,0.0,1.0,29.0,65.0,0.0,0.0,22.61904761904762
CountBlobTypeInList.java,jclouds,6.0,7.0,3.0,96.08,2.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,6.0,19.0,0.0,0.0,45.714285714285715
CountListStrategy.java,jclouds,12.0,6.0,5.0,55.41,1.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,5.0,1.0,11.0,0.0,0.0,83.82352941176471
CreateDataCenterRequestBinder.java,jclouds,11.0,4.0,5.0,71.43,2.0,0.0,6.0,3.0,1.0,3.0,0.0,2.0,1.0,2.0,1.0,23.0,0.0,0.0,41.02564102564102
CreateDriveRequestToMap.java,jclouds,9.0,5.0,5.0,70.0,1.0,0.0,6.0,3.0,1.0,3.0,0.0,2.0,1.0,2.0,1.0,23.0,0.0,0.0,41.02564102564102
CreateFirewallRulesForIP.java,jclouds,14.0,5.0,5.0,43.58,2.0,2.0,9.0,5.0,2.0,6.0,0.0,2.0,1.0,13.0,1.0,41.0,0.0,0.0,31.666666666666664
CreateHostedZoneResponseHandler.java,jclouds,13.0,3.0,5.0,54.55,2.0,0.0,1.0,4.0,1.0,5.0,3.0,3.0,1.0,0.0,2.0,20.0,0.0,0.0,44.44444444444444
CreateLoadBalancerRequestBinder.java,jclouds,1.0,48.0,1.0,100.0,1.0,0.0,12.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,25.0,0.0,0.0,40.476190476190474
CreateNicRequestBinder.java,jclouds,3.0,47.0,2.0,94.77,2.0,0.0,5.0,4.0,1.0,5.0,1.0,3.0,1.0,1.0,0.0,67.0,0.0,0.0,42.241379310344826
CreateNodeAndPopulateAutomaticAttributes.java,jclouds,5.0,18.0,3.0,73.28,1.0,72.0,4.0,12.0,1.0,11.0,0.0,9.0,1.0,6.0,0.0,59.0,0.0,0.0,21.333333333333336
CreateNodeAndPopulateAutomaticAttributesImpl.java,jclouds,4.0,15.0,4.0,66.32,1.0,0.0,10.0,2.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,28.0,0.0,0.0,49.09090909090909
CreateNodeWithGroupEncodedIntoName.java,jclouds,10.0,6.0,5.0,48.33,2.0,0.0,11.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,25.0,0.0,0.0,52.83018867924528
CreateOrOverwriteFile.java,jclouds,5.0,14.0,3.0,68.18,1.0,72.0,3.0,9.0,1.0,8.0,0.0,6.0,1.0,3.0,0.0,42.0,0.0,0.0,27.586206896551722
CreatePlacementGroupIfNeeded.java,jclouds,1.0,67.0,1.0,100.0,1.0,0.0,5.0,5.0,1.0,11.0,0.0,1.0,1.0,6.0,0.0,37.0,0.0,0.0,35.08771929824561
CreatePortForwardingRulesForIP.java,jclouds,1.0,61.0,1.0,100.0,1.0,0.0,5.0,5.0,1.0,12.0,1.0,2.0,1.0,4.0,0.0,30.0,0.0,0.0,40.0
CreateRecordBinder.java,jclouds,4.0,26.0,3.0,77.14,1.0,0.0,6.0,7.0,2.0,7.0,8.0,5.0,0.0,1.0,0.0,37.0,0.0,0.0,60.215053763440864
CreateRouteTableResponseHandler.java,jclouds,5.0,19.0,3.0,74.81,1.0,0.0,11.0,12.0,4.0,12.0,0.0,5.0,2.0,6.0,0.0,64.0,0.0,0.0,22.89156626506024
CreateRunScript.java,jclouds,3.0,19.0,3.0,67.02,1.0,0.0,10.0,2.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,33.0,0.0,0.0,32.6530612244898
CreateSecurityGroupIfNeeded.java,jclouds,4.0,34.0,3.0,81.61,1.0,0.0,6.0,13.0,2.0,10.0,21.0,7.0,1.0,1.0,0.0,55.0,0.0,0.0,56.00000000000001
CreateSecurityGroupIfNeeded.java,jclouds,4.0,30.0,3.0,79.22,1.0,0.0,3.0,11.0,2.0,7.0,15.0,6.0,1.0,1.0,0.0,43.0,0.0,0.0,59.43396226415094
